,feature_0,feature_1,feature_2,feature_3,feature_4,target
56,-0.5933855431479881,-0.38963558923296926,-0.11661791621434547,0.2964241413374775,0.7513003227606948,1
57,0.401199159935566,-0.6440613668861621,-1.2446104142374008,1.2031585632272437,0.8324648171682117,1
58,0.0996310658517855,-0.5669169098934315,-0.9025917337620404,0.9282275587570455,0.807854925411519,1
59,-1.0106952532590106,-0.14751909114483733,0.22242350358999619,0.058345351676932444,0.8532108147037455,1
60,-0.41638371675310437,-0.43491461593319236,-0.3173617359119576,0.45779164300124947,0.765744807683907,1
61,-1.0670427713675394,-0.1284499045196209,0.28171280530188825,0.011870736270152005,0.8532880505832905,1
62,-0.3591489025815502,-0.3680160956822316,-0.4631386908299051,0.595731328626338,0.8523177362302272,1
63,-1.8950847583325827,0.14454788356570408,1.1601543248987083,-0.678689514909579,0.8471618689458227,1
64,-0.5638424307720113,-0.3971930444373875,-0.1501237694866076,0.32335775175598125,0.7537112303201882,1
65,-0.9249765058836475,-0.2878468621807502,0.2426270323007209,0.011964300127779756,0.7412798523180204,1
66,-0.24488617561680637,-0.47878558552877787,-0.5118629576092041,0.6141410452548993,0.7797401076068845,1
67,-1.8582092328378583,0.1281117967369328,1.1252774944162425,-0.6524365454083433,0.843137106767236,1
68,-0.44673632953695275,-0.33837466609134653,-0.37097851133583903,0.5234904896530655,0.8524377928393746,1
69,-1.8350855566419044,0.1314719465251557,1.089853464417826,-0.6215998097231699,0.8543408114153578,1
70,-0.6368029348289432,-0.27405212466985096,-0.17098893442479746,0.3667263112272455,0.8526983182702124,1
71,-1.366232829098525,-0.09117096008027259,0.6599667658397883,-0.3021814277004192,0.7894405696748907,1
72,-1.4569462816772503,-0.05073833808726902,0.7457634471242361,-0.3667634905171719,0.799341447509977,1
73,-1.5144456095091527,-0.025109850569814296,0.8001462466299916,-0.4076992624054513,0.8056171850580456,1
74,-1.3968059292022466,-0.016851108158101674,0.6286921934742467,-0.26011313187778046,0.8537400589128827,1
75,0.4630257924261406,-0.6598773039323718,-1.3147301108416003,1.2595241354051847,0.8375102671449295,1
76,-1.9567930879951936,0.17205239911594936,1.21851799359563,-0.722621821632543,0.8538969960524282,1
77,-0.10618591514807385,-0.5142666476455086,-0.6691676625755247,0.7405901049500301,0.7910589389545147,1
78,-0.8439169169624738,-0.32397658301695975,0.16596096439108265,0.06967344154827881,0.7324326409678146,1
79,-0.5559053614583902,-0.39922343463557225,-0.15912547101519176,0.3305937507948491,0.7543589461114327,1
80,-1.080684556598602,-0.21844497550510558,0.3898955313033333,-0.09888967826776474,0.7582745355126687,1
81,-1.3453361791156269,-0.10048497388594688,0.6402027378204662,-0.2873043755820025,0.7871598144752837,1
82,-1.8551716522209682,0.12675789226780892,1.1224045540898122,-0.6502739860895841,0.8428055714354068,1
83,-0.7020725655717853,-0.36183224567132843,0.00664774989374009,0.1973372921844368,0.7424307642441238,1
84,0.1518052722773952,-0.5409337475041298,-1.0007686921338579,1.0171589187700805,0.8516173682916356,1
85,-1.5676540877434613,0.04096750620432679,0.8084599695661989,-0.40102621425820445,0.853974241503998,1
86,-0.1822988177658783,-0.4947961245438177,-0.5828454188395579,0.6712001489819368,0.784847637654877,1
87,-0.512067599208693,-0.4104376195273924,-0.208843375176063,0.37055938457866255,0.7579363888349356,1
88,-1.2251222702332631,-0.07495247345823577,0.44804529726120956,-0.11851094086655634,0.8535047310963418,1
89,-0.9483678000318702,-0.2774209404752407,0.2647504919620555,-0.0046887759607378565,0.7438328843015085,1
